bird_ID,transect_ID,date,bird_species_ID,count,position,remarks
406,tree_1,19-Feb-2025,Pied kingfisher,1,f,
407,tree_1,19-Feb-2025,Long-tailed cormorant,3,t,
408,tree_1,19-Feb-2025,Golden-backed weaver,1,t,
409,tree_1,19-Feb-2025,Common bullbul,1,t,
410,tree_1,19-Feb-2025,Black-headed weaver,2,t,
411,tree_2,19-Feb-2025,Long-tailed cormorant,8,t,
412,tree_2,19-Feb-2025,Sand martin,12,t,
413,tree_2,19-Feb-2025,Slender-billed weaver,32,t,
414,tree_2,19-Feb-2025,Sand martin,60,f,
415,tree_2,19-Feb-2025,Golden-backed weaver,1,t,
416,tree_2,19-Feb-2025,White-winged tern,1,f,
417,tree_2,19-Feb-2025,Long-tailed cormorant,3,f,
418,tree_2,19-Feb-2025,Pied kingfisher,3,t,
419,tree_2,19-Feb-2025,Swamp flycatcher,3,t,
420,tree_2,19-Feb-2025,Northern brown-throated weaver,7,t,
421,tree_2,19-Feb-2025,African mourning dove,1,t,
422,tree_2,19-Feb-2025,Black-headed weaver,4,t,
423,tree_3,19-Feb-2025,Northern brown-throated weaver,3,t,
424,tree_3,19-Feb-2025,Swamp flycatcher,9,t,
425,tree_3,19-Feb-2025,Slender-billed weaver,20,t,
426,tree_3,19-Feb-2025,Black kite,1,t,
427,tree_3,19-Feb-2025,African mourning dove,1,t,
428,tree_3,19-Feb-2025,Pied kingfisher,20,t,
429,tree_3,19-Feb-2025,Red-chested sunbird,4,t,
430,tree_3,19-Feb-2025,Long-tailed cormorant,3,f,
431,tree_3,19-Feb-2025,Long-tailed cormorant,3,t,
432,tree_3,19-Feb-2025,Pied kingfisher,6,f,
433,tree_3,19-Feb-2025,Hadada ibis,1,t,
434,tree_3,19-Feb-2025,Black kite,1,f,
435,tree_3,19-Feb-2025,Slender-billed weaver,1,f,
436,tree_3,19-Feb-2025,Black-headed gonolek,1,t,
437,tree_3,19-Feb-2025,Black-headed weaver,12,t,
438,tree_4,19-Feb-2025,Malachite kingfisher,2,t,
439,tree_4,19-Feb-2025,Slender-billed weaver,2,f,
440,tree_4,19-Feb-2025,Pied kingfisher,25,t,
441,tree_4,19-Feb-2025,Swamp flycatcher,6,t,
442,tree_4,19-Feb-2025,Slender-billed weaver,17,t,
443,tree_4,19-Feb-2025,Long-tailed cormorant,1,f,
444,tree_4,19-Feb-2025,Northern brown-throated weaver,1,t,
445,tree_4,19-Feb-2025,Pied kingfisher,2,f,
446,tree_4,19-Feb-2025,Long-tailed cormorant,1,w,sitting on tree
447,tree_4,19-Feb-2025,Red-chested sunbird,1,t,
448,tree_4,19-Feb-2025,Bronze mannikin,2,t,
449,tree_4,19-Feb-2025,Little egret,2,f,
450,tree_4,19-Feb-2025,Black kite,1,f,
451,tree_3,20-Feb-2025,Lesser-striped swallow,40,f,
452,tree_3,20-Feb-2025,Olive bee-eater,1,t,
453,tree_3,20-Feb-2025,Lesser-striped swallow,3,t,
454,tree_3,20-Feb-2025,Pied kingfisher,25,t,
455,tree_3,20-Feb-2025,Slender-billed weaver,23,t,
456,tree_3,20-Feb-2025,Black crake,11,t,
457,tree_3,20-Feb-2025,Tawny-flanked prinia,1,t,
458,tree_3,20-Feb-2025,Sand martin,30,f,
459,tree_3,20-Feb-2025,Long-tailed cormorant,2,t,
460,tree_3,20-Feb-2025,Northern brown-throated weaver,4,t,
461,tree_3,20-Feb-2025,Swamp flycatcher,10,t,
462,tree_3,20-Feb-2025,Pied kingfisher,2,f,
463,tree_3,20-Feb-2025,African mourning dove,5,t,
464,tree_3,20-Feb-2025,Woodland kingfisher,2,t,
465,tree_3,20-Feb-2025,Black-shouldered kite,1,f,
466,tree_3,20-Feb-2025,Malachite kingfisher,2,t,
467,tree_3,20-Feb-2025,White-winged tern,1,t,
468,tree_3,20-Feb-2025,Dusky turtle dove,1,t,
469,tree_3,20-Feb-2025,Red-chested sunbird,3,t,
470,tree_3,20-Feb-2025,Golden-backed weaver,1,t,
471,tree_4,20-Feb-2025,Pied kingfisher,29,t,
472,tree_4,20-Feb-2025,Slender-billed weaver,39,t,
473,tree_4,20-Feb-2025,Swamp flycatcher,5,t,
474,tree_4,20-Feb-2025,Long-tailed cormorant,4,t,
475,tree_4,20-Feb-2025,Sand martin,2,f,
476,tree_4,20-Feb-2025,Olive bee-eater,1,t,
477,tree_4,20-Feb-2025,Golden-backed weaver,4,t,
478,tree_4,20-Feb-2025,Striated heron,2,t,
479,tree_4,20-Feb-2025,Black-headed gonolek,1,t,
480,tree_4,20-Feb-2025,Malachite kingfisher,2,t,
481,tree_4,20-Feb-2025,Northern brown-throated weaver,4,t,
482,tree_4,20-Feb-2025,Red-chested sunbird,1,t,
483,tree_4,20-Feb-2025,Little egret,1,t,
484,tree_4,20-Feb-2025,Pied kingfisher,1,f,
485,pap_3,20-Feb-2025,Pied kingfisher,3,t,
486,pap_3,20-Feb-2025,Swamp flycatcher,4,t,
487,pap_3,20-Feb-2025,African mourning dove,1,f,
488,pap_3,20-Feb-2025,Slender-billed weaver,13,p,
489,pap_3,20-Feb-2025,Black crake,5,p,
490,pap_3,20-Feb-2025,Pied kingfisher,13,p,
491,pap_3,20-Feb-2025,Northern brown-throated weaver,3,p,
492,pap_3,20-Feb-2025,Northern brown-throated weaver,1,p,
493,pap_3,20-Feb-2025,Zitting cisticola,1,p,
494,pap_3,20-Feb-2025,Long-tailed cormorant,1,f,
495,pap_3,20-Feb-2025,Swamp flycatcher,7,p,
496,pap_3,20-Feb-2025,Northern brown-throated weaver,4,f,
497,pap_3,20-Feb-2025,African fish eagle,1,t,
498,pap_3,20-Feb-2025,Little egret,1,t,
499,pap_3,20-Feb-2025,Red-chested sunbird,1,t,
500,pap_3,20-Feb-2025,Long-tailed cormorant,1,p,
501,pap_3,20-Feb-2025,Pied kingfisher,1,f,
502,pap_4,20-Feb-2025,Pied kingfisher,15,p,
503,pap_4,20-Feb-2025,Swamp flycatcher,6,p,
504,pap_4,20-Feb-2025,Long-tailed cormorant,2,p,
505,pap_4,20-Feb-2025,Northern brown-throated weaver,18,p,
506,pap_4,20-Feb-2025,Slender-billed weaver,7,p,
507,pap_4,20-Feb-2025,Willow warbler,2,p,
508,pap_4,20-Feb-2025,Swamp flycatcher,2,f,
509,pap_4,20-Feb-2025,Little egret,1,p,
510,pap_4,20-Feb-2025,Zitting cisticola,1,p,
511,pap_4,20-Feb-2025,Bronze mannikin,2,f,
512,tree_5,20-Feb-2025,Long-tailed cormorant,7,t,
513,tree_5,20-Feb-2025,Little egret,3,t,
514,tree_5,20-Feb-2025,Pied kingfisher,98,t,
515,tree_5,20-Feb-2025,Slender-billed weaver,30,t,
516,tree_5,20-Feb-2025,Northern brown-throated weaver,10,t,
517,tree_5,20-Feb-2025,Red-chested sunbird,3,t,
518,tree_5,20-Feb-2025,Black kite,4,t,
519,tree_5,20-Feb-2025,Black crake,2,t,
520,tree_5,20-Feb-2025,African mourning dove,1,t,
521,tree_5,20-Feb-2025,Pied kingfisher,2,f,
522,tree_5,20-Feb-2025,Pied kingfisher,7,t,
523,tree_5,20-Feb-2025,Swamp flycatcher,4,t,
524,tree_5,20-Feb-2025,Sand martin,1,f,
525,tree_5,20-Feb-2025,Malachite kingfisher,1,f,
526,tree_6,20-Feb-2025,Pied kingfisher,11,t,
527,tree_6,20-Feb-2025,Swamp flycatcher,2,t,
528,tree_6,20-Feb-2025,Slender-billed weaver,11,t,
529,tree_6,20-Feb-2025,African mourning dove,2,t,
530,tree_6,20-Feb-2025,Pied kingfisher,5,f,
531,tree_6,20-Feb-2025,Swamp flycatcher,1,f,
532,tree_6,20-Feb-2025,Black kite,3,t,
533,tree_6,20-Feb-2025,Northern brown-throated weaver,4,t,
534,tree_6,20-Feb-2025,Golden-backed weaver,2,t,
535,pap_5,20-Feb-2025,Pied kingfisher,12,f,
536,pap_5,20-Feb-2025,Pied kingfisher,49,p,
537,pap_5,20-Feb-2025,Striated heron,1,f,
538,pap_5,20-Feb-2025,Long-tailed cormorant,1,f,
539,pap_5,20-Feb-2025,Striated heron,1,p,
540,pap_5,20-Feb-2025,Northern brown-throated weaver,1,f,
541,pap_5,20-Feb-2025,Swamp flycatcher,4,p,
542,pap_5,20-Feb-2025,African mourning dove,2,f,
543,pap_5,20-Feb-2025,African mourning dove,1,t,
544,pap_5,20-Feb-2025,Slender-billed weaver,12,t,
545,pap_5,20-Feb-2025,Pied kingfisher,22,t,
546,pap_5,20-Feb-2025,Slender-billed weaver,7,p,
547,pap_5,20-Feb-2025,Little egret,1,p,
548,pap_5,20-Feb-2025,Slender-billed weaver,2,f,
549,pap_5,20-Feb-2025,Striated heron,1,p,
550,pap_6,20-Feb-2025,Pied kingfisher,60,p,
551,pap_6,20-Feb-2025,Pied kingfisher,12,f,
552,pap_6,20-Feb-2025,Striated heron,2,p,
553,pap_6,20-Feb-2025,Little egret,3,p,
554,pap_6,20-Feb-2025,Northern brown-throated weaver,9,p,
555,pap_6,20-Feb-2025,Swamp flycatcher,4,p,
556,pap_6,20-Feb-2025,Slender-billed weaver,4,p,
557,pap_6,20-Feb-2025,African fish eagle,1,t,
558,pap_6,20-Feb-2025,Pied kingfisher,5,t,
559,pap_6,20-Feb-2025,African mourning dove,1,t,
560,pap_6,20-Feb-2025,Long-tailed cormorant,1,w,
561,pap_6,20-Feb-2025,Olive bee-eater,1,f,
562,tree_7,20-Feb-2025,Little egret,13,t,
563,tree_7,20-Feb-2025,Pied kingfisher,28,t,
564,tree_7,20-Feb-2025,African fish eagle,1,t,
565,tree_7,20-Feb-2025,Pied kingfisher,7,f,
566,tree_7,20-Feb-2025,Striated heron,1,f,
567,tree_7,20-Feb-2025,Slender-billed weaver,3,f,
568,tree_7,20-Feb-2025,Slender-billed weaver,7,t,
569,tree_7,20-Feb-2025,Red-chested sunbird,1,t,
570,tree_7,20-Feb-2025,African mourning dove,2,t,
571,tree_7,20-Feb-2025,Striated heron,1,t,
572,tree_7,20-Feb-2025,Northern brown-throated weaver,5,t,
573,tree_7,20-Feb-2025,Sand martin,5,f,
574,tree_7,20-Feb-2025,African harrier hawk,1,t,
575,tree_7,20-Feb-2025,Swamp flycatcher,1,t,
576,tree_7,20-Feb-2025,Village weaver,25,t,colony
577,tree_7,20-Feb-2025,Northern brown-throated weaver,11,f,
578,tree_7,20-Feb-2025,Olive bee-eater,2,t,
579,tree_7,20-Feb-2025,Black kite,1,f,
580,tree_7,20-Feb-2025,Barn swallow,8,t,
581,tree_8,21-Feb-2025,Northern brown-throated weaver,8,t,
582,tree_8,21-Feb-2025,Pied kingfisher,30,t,
583,tree_8,21-Feb-2025,Little egret,2,f,
584,tree_8,21-Feb-2025,Black kite,1,t,
585,tree_8,21-Feb-2025,Little egret,1,t,
586,tree_8,21-Feb-2025,Slender-billed weaver,27,t,
587,tree_8,21-Feb-2025,African mourning dove,2,t,
588,tree_8,21-Feb-2025,Long-tailed cormorant,1,f,
589,tree_8,21-Feb-2025,Village weaver,2,t,
590,tree_8,21-Feb-2025,Pied kingfisher,7,f,
591,tree_8,21-Feb-2025,Dusky turtle dove,1,t,
592,tree_8,21-Feb-2025,Black kite,1,f,
593,tree_8,21-Feb-2025,Slender-billed weaver,2,f,
594,tree_8,21-Feb-2025,Olive bee-eater,13,t,
595,tree_8,21-Feb-2025,Olive bee-eater,1,f,
596,tree_8,21-Feb-2025,Swamp flycatcher,5,t,
597,tree_7,21-Feb-2025,Olive bee-eater,2,t,
598,tree_7,21-Feb-2025,Pied kingfisher,50,t,
599,tree_7,21-Feb-2025,Striated heron,3,t,
600,tree_7,21-Feb-2025,Slender-billed weaver,8,t,
601,tree_7,21-Feb-2025,Red-chested sunbird,2,t,
602,tree_7,21-Feb-2025,African mourning dove,4,t,
603,tree_7,21-Feb-2025,Swamp flycatcher,4,t,
604,tree_7,21-Feb-2025,Little egret,4,t,
605,tree_7,21-Feb-2025,African fish eagle,1,t,
606,tree_7,21-Feb-2025,Sand martin,10,f,
607,tree_7,21-Feb-2025,Northern brown-throated weaver,17,t,
608,tree_7,21-Feb-2025,White-faced whistling-duck,1,f,
609,tree_7,21-Feb-2025,Long-tailed cormorant,2,t,
610,tree_7,21-Feb-2025,Striated heron,1,f,
611,tree_7,21-Feb-2025,Village weaver,41,t,colony
612,tree_7,21-Feb-2025,Black crake,2,t,
613,tree_7,21-Feb-2025,Malachite kingfisher,1,t,
614,tree_7,21-Feb-2025,Black-headed weaver,2,f,
615,tree_7,21-Feb-2025,Little egret,2,f,
616,tree_7,21-Feb-2025,Black kite,1,f,
617,pap_6,21-Feb-2025,Slender-billed weaver,16,p,
618,pap_6,21-Feb-2025,Pied kingfisher,34,p,
619,pap_6,21-Feb-2025,Dusky turtle dove,3,f,
620,pap_6,21-Feb-2025,Swamp flycatcher,3,p,
621,pap_6,21-Feb-2025,Malachite kingfisher,1,p,
622,pap_6,21-Feb-2025,Striated heron,1,p,
623,pap_6,21-Feb-2025,Slender-billed weaver,1,t,
624,pap_6,21-Feb-2025,Swamp flycatcher,4,t,
625,pap_6,21-Feb-2025,Zitting cisticola,1,p,
626,pap_6,21-Feb-2025,Slender-billed weaver,3,f,
627,pap_6,21-Feb-2025,Pied kingfisher,6,t,
628,pap_6,21-Feb-2025,Red-chested sunbird,1,t,
629,pap_6,21-Feb-2025,Common sandpiper,1,f,
630,pap_6,21-Feb-2025,Northern brown-throated weaver,2,p,
631,pap_6,21-Feb-2025,Little egret,1,p,
632,pap_6,21-Feb-2025,Pied kingfisher,1,f,
633,pap_6,21-Feb-2025,Bronze mannikin,15,f,flock
634,tree_8,9-Mar-2025,Hadada ibis,1,f,
635,tree_8,9-Mar-2025,Long-tailed cormorant,3,t,
636,tree_8,9-Mar-2025,Little egret,4,t,
637,tree_8,9-Mar-2025,Pied kingfisher,34,t,
638,tree_8,9-Mar-2025,Striated heron,2,t,
639,tree_8,9-Mar-2025,Ring-necked dove,5,t,
640,tree_8,9-Mar-2025,Pied kingfisher,5,f,
641,tree_8,9-Mar-2025,Olive bee-eater,33,t,
642,tree_8,9-Mar-2025,Black-headed gonolek,1,t,
643,tree_8,9-Mar-2025,Swamp flycatcher,4,t,
644,tree_8,9-Mar-2025,Slender-billed weaver,5,t,
645,tree_8,9-Mar-2025,Slender-billed weaver,5,f,
646,tree_8,9-Mar-2025,Northern brown-throated weaver,4,f,
647,tree_8,9-Mar-2025,Northern brown-throated weaver,7,t,
648,tree_8,9-Mar-2025,Long-tailed cormorant,1,f,
649,tree_8,9-Mar-2025,Black kite,1,f,
650,tree_8,9-Mar-2025,Village weaver,21,t,
651,tree_8,9-Mar-2025,Ring-necked dove,1,f,
652,tree_8,9-Mar-2025,Little egret,3,f,
653,tree_8,9-Mar-2025,Striated heron,1,f,
654,tree_7,9-Mar-2025,Pied kingfisher,57,t,
655,tree_7,9-Mar-2025,Swamp flycatcher,3,t,
656,tree_7,9-Mar-2025,Little egret,3,t,
657,tree_7,9-Mar-2025,White-winged tern,1,f,
658,tree_7,9-Mar-2025,Little egret,3,f,
659,tree_7,9-Mar-2025,African palm swift,2,f,
660,tree_7,9-Mar-2025,Pied kingfisher,4,f,
661,tree_7,9-Mar-2025,Northern brown-throated weaver,6,f,
662,tree_7,9-Mar-2025,Ring-necked dove,2,f,
663,tree_7,9-Mar-2025,Northern brown-throated weaver,5,t,
664,tree_7,9-Mar-2025,Slender-billed weaver,7,t,
665,tree_7,9-Mar-2025,Village weaver,31,t,
666,tree_7,9-Mar-2025,Sand martin,1,f,
667,tree_7,9-Mar-2025,African spoonbill,1,f,
668,tree_7,9-Mar-2025,Long-tailed cormorant,1,t,
669,tree_7,9-Mar-2025,Ring-necked dove,4,t,
670,tree_7,9-Mar-2025,Striated heron,1,f,
671,tree_7,9-Mar-2025,Red-chested sunbird,2,t,
672,tree_7,9-Mar-2025,Long-tailed cormorant,1,f,
673,pap_6,9-Mar-2025,Pied kingfisher,4,f,
674,pap_6,9-Mar-2025,Swamp flycatcher,9,p,
675,pap_6,9-Mar-2025,Ring-necked dove,1,f,
676,pap_6,9-Mar-2025,Malachite kingfisher,2,f,
677,pap_6,9-Mar-2025,Northern brown-throated weaver,13,p,
678,pap_6,9-Mar-2025,Zitting cisticola,3,p,
679,pap_6,9-Mar-2025,Slender-billed weaver,3,p,
680,pap_6,9-Mar-2025,African jacana,1,f,
681,pap_6,9-Mar-2025,Northern brown-throated weaver,18,f,
682,pap_6,9-Mar-2025,Northern brown-throated weaver,5,t,
683,pap_6,9-Mar-2025,Pied kingfisher,6,t,
684,pap_6,9-Mar-2025,Slender-billed weaver,1,t,
685,pap_6,9-Mar-2025,Black-headed gonolek,1,t,
686,pap_6,9-Mar-2025,African jacana,1,p,
687,pap_6,9-Mar-2025,Pied kingfisher,9,p,
688,pap_6,9-Mar-2025,Malachite kingfisher,3,p,
689,pap_6,9-Mar-2025,Black kite,2,f,
690,pap_6,9-Mar-2025,Long-tailed cormorant,1,p,
691,pap_6,9-Mar-2025,Striated heron,1,p,
692,pap_5,9-Mar-2025,Pied kingfisher,8,p,
693,pap_5,9-Mar-2025,Northern brown-throated weaver,14,p,
694,pap_5,9-Mar-2025,Pied kingfisher,1,f,
695,pap_5,9-Mar-2025,Little egret,4,p,
696,pap_5,9-Mar-2025,Swamp flycatcher,6,p,
697,pap_5,9-Mar-2025,Malachite kingfisher,2,p,
698,pap_5,9-Mar-2025,Zitting cisticola,1,p,
699,pap_5,9-Mar-2025,Black kite,1,t,
700,pap_5,9-Mar-2025,Pied kingfisher,25,t,
701,pap_5,9-Mar-2025,Little egret,1,t,
702,pap_5,9-Mar-2025,Ring-necked dove,2,f,
703,pap_5,9-Mar-2025,Northern brown-throated weaver,5,t,
704,pap_5,9-Mar-2025,Slender-billed weaver,6,t,
705,pap_5,9-Mar-2025,Black kite,1,f,
706,pap_5,9-Mar-2025,Little egret,1,f,
707,pap_5,9-Mar-2025,Long-tailed cormorant,1,f,
708,tree_6,9-Mar-2025,Black kite,2,t,
709,tree_6,9-Mar-2025,Swamp flycatcher,12,t,
710,tree_6,9-Mar-2025,Pied kingfisher,11,t,
711,tree_6,9-Mar-2025,Olive bee-eater,2,t,
712,tree_6,9-Mar-2025,Slender-billed weaver,1,t,
713,tree_6,9-Mar-2025,Pied kingfisher,5,f,
714,tree_6,9-Mar-2025,Black kite,1,f,
715,tree_6,9-Mar-2025,Northern brown-throated weaver,7,t,
716,tree_6,9-Mar-2025,Sand martin,35,f,
717,tree_6,9-Mar-2025,Ring-necked dove,2,t,
718,tree_6,9-Mar-2025,Little egret,1,f,
719,tree_6,9-Mar-2025,Sand martin,10,t,
720,tree_6,9-Mar-2025,Striated heron,1,t,
721,tree_6,9-Mar-2025,Red-chested sunbird,1,t,
722,tree_6,9-Mar-2025,Common bullbul,2,t,
723,tree_6,9-Mar-2025,Black kite,2,f,
724,tree_5,9-Mar-2025,Pied kingfisher,50,t,
725,tree_5,9-Mar-2025,Northern brown-throated weaver,13,t,
726,tree_5,9-Mar-2025,Namaqua dove,2,t,
727,tree_5,9-Mar-2025,Black-headed gonolek,1,t,
728,tree_5,9-Mar-2025,Pied kingfisher,14,f,
729,tree_5,9-Mar-2025,Long-tailed cormorant,4,f,
730,tree_5,9-Mar-2025,Little egret,5,t,
731,tree_5,9-Mar-2025,Little egret,4,f,
732,tree_5,9-Mar-2025,Red-chested sunbird,3,t,
733,tree_5,9-Mar-2025,Ring-necked dove,1,f,
734,tree_5,9-Mar-2025,Swamp flycatcher,5,t,
735,tree_5,9-Mar-2025,Long-tailed cormorant,3,w,
736,tree_5,9-Mar-2025,Zitting cisticola,1,t,
737,tree_5,9-Mar-2025,Northern brown-throated weaver,1,f,
738,tree_5,9-Mar-2025,Pied kingfisher,5,t,
739,tree_5,9-Mar-2025,Olive bee-eater,1,f,
740,tree_5,9-Mar-2025,Black kite,1,f,
741,pap_4,9-Mar-2025,Black kite,1,f,
742,pap_4,9-Mar-2025,Northern brown-throated weaver,11,p,
743,pap_4,9-Mar-2025,Pied kingfisher,13,p,
744,pap_4,9-Mar-2025,Zitting cisticola,3,p,
745,pap_4,9-Mar-2025,Swamp flycatcher,3,p,
746,pap_4,9-Mar-2025,Pied kingfisher,3,f,
747,pap_4,9-Mar-2025,Northern brown-throated weaver,1,f,
748,pap_4,9-Mar-2025,Little egret,1,f,
749,pap_3,9-Mar-2025,Little egret,5,f,
750,pap_3,9-Mar-2025,Pied kingfisher,8,p,
751,pap_3,9-Mar-2025,Black kite,2,t,
752,pap_3,9-Mar-2025,Grey heron,1,t,
753,pap_3,9-Mar-2025,Northern brown-throated weaver,7,p,
754,pap_3,9-Mar-2025,Swamp flycatcher,5,t,
755,pap_3,9-Mar-2025,Black kite,3,f,
756,pap_3,9-Mar-2025,Northern brown-throated weaver,1,f,
757,pap_3,9-Mar-2025,Slender-billed weaver,1,f,
758,pap_3,9-Mar-2025,Long-tailed cormorant,1,p,
759,pap_3,9-Mar-2025,Little egret,1,p,
760,pap_3,9-Mar-2025,Long-tailed cormorant,1,f,
761,pap_3,9-Mar-2025,Pied kingfisher,2,f,
762,pap_3,9-Mar-2025,Sand martin,200,f,flock
763,pap_3,9-Mar-2025,African fish eagle,1,f,
764,pap_1,10-Mar-2025,Swamp flycatcher,7,p,
765,pap_1,10-Mar-2025,Pied kingfisher,16,p,
766,pap_1,10-Mar-2025,Slender-billed weaver,18,p,
767,pap_1,10-Mar-2025,Malachite kingfisher,1,p,
768,pap_1,10-Mar-2025,African jacana,1,p,
769,pap_1,10-Mar-2025,Northern brown-throated weaver,15,p,
770,pap_1,10-Mar-2025,Pied kingfisher,2,f,
771,pap_1,10-Mar-2025,Black-headed gonolek,2,p,
772,pap_1,10-Mar-2025,Little egret,2,f,
773,pap_1,10-Mar-2025,Sand martin,1,p,
774,pap_1,10-Mar-2025,Long-tailed cormorant,1,f,
775,pap_1,10-Mar-2025,Barn swallow,30,f,
776,pap_1,10-Mar-2025,Little egret,1,p,
777,pap_1,10-Mar-2025,Northern brown-throated weaver,4,t,
778,pap_1,10-Mar-2025,Olive bee-eater,1,t,
779,pap_1,10-Mar-2025,Sand martin,10,f,
780,pap_1,10-Mar-2025,Village weaver,3,t,
781,pap_1,10-Mar-2025,Barn swallow,10,t,
782,pap_1,10-Mar-2025,Common bullbul,2,p,
783,pap_1,10-Mar-2025,Little egret,2,t,
784,pap_1,10-Mar-2025,Red-chested sunbird,1,t,
785,pap_2,10-Mar-2025,Malachite kingfisher,2,p,
786,pap_2,10-Mar-2025,Northern brown-throated weaver,35,p,
787,pap_2,10-Mar-2025,Ring-necked dove,1,p,
788,pap_2,10-Mar-2025,Little egret,3,p,
789,pap_2,10-Mar-2025,Village weaver,1,f,
790,pap_2,10-Mar-2025,Common bullbul,1,p,
791,pap_2,10-Mar-2025,Slender-billed weaver,5,p,
792,pap_2,10-Mar-2025,Swamp flycatcher,8,p,
793,pap_2,10-Mar-2025,Sand martin,20,f,
794,pap_2,10-Mar-2025,Pied kingfisher,4,f,
795,pap_2,10-Mar-2025,Ring-necked dove,3,t,
796,pap_2,10-Mar-2025,Northern brown-throated weaver,3,t,
797,pap_2,10-Mar-2025,Slender-billed weaver,1,t,
798,pap_2,10-Mar-2025,Olive bee-eater,8,t,
799,pap_2,10-Mar-2025,Striated heron,2,p,
800,pap_2,10-Mar-2025,Pied kingfisher,7,p,
801,pap_2,10-Mar-2025,Black-headed gonolek,1,p,
802,pap_2,10-Mar-2025,White-winged tern,1,f,
803,pap_2,10-Mar-2025,Zitting cisticola,3,p,
804,pap_2,10-Mar-2025,Black crake,1,p,
805,pap_2,10-Mar-2025,Grey-capped warbler,2,p,
806,tree_1,10-Mar-2025,Northern brown-throated weaver,10,t,
807,tree_1,10-Mar-2025,Swamp flycatcher,15,t,
808,tree_1,10-Mar-2025,Pied kingfisher,5,f,
809,tree_1,10-Mar-2025,Long-tailed cormorant,1,f,
810,tree_1,10-Mar-2025,Red-chested sunbird,3,t,
811,tree_1,10-Mar-2025,Long-tailed cormorant,3,t,
812,tree_1,10-Mar-2025,Northern brown-throated weaver,2,f,
813,tree_1,10-Mar-2025,Pied kingfisher,21,t,
